R1,R2,R3,R4,X,Y,low_barrier,barrier
D,B,D,E,B,C,38.87573049107212,33.85745221823248
E,E,D,B,A,A,40.24239592490016,33.86149551222269
B,E,C,A,B,C,39.5641962355609,33.86164677208139
B,D,E,D,B,C,39.18482283271502,33.866616679308954
D,E,D,C,A,A,41.11282686656505,33.893187518688315
A,E,C,B,A,B,34.782643069170355,33.913389364777025
D,D,A,C,A,A,39.67052144079744,33.918644227635056
D,D,D,D,A,A,41.956764358227694,33.9228071606486
E,D,C,D,A,A,41.0954511292129,33.9372095002015
D,A,B,B,B,D,36.82361135848002,33.96066781410814
C,A,D,C,A,C,50.15705189020496,33.99985145171883
D,D,C,E,C,C,28.72892112077832,34.05470203586528
A,A,B,E,A,C,45.010388611428496,34.09954703068916
D,A,E,C,B,D,34.90618085938037,34.168080815804494
A,C,D,C,A,C,50.143246681739086,34.31824441306587
E,D,E,C,A,A,43.85170491780659,34.40275134805295
D,E,E,C,A,B,36.275318680428676,34.406116444737705
C,A,A,D,A,C,50.34773946914127,34.47933873309052
A,D,E,E,B,C,31.524413076736767,34.48041098619812
D,D,C,A,C,C,29.47789132867057,34.51308088389065
B,A,B,A,A,C,48.2391570340115,34.51632064066453
D,C,B,E,A,C,51.944744805423746,34.53216424722673
A,D,E,C,B,D,35.70862114967009,34.55540363747816
D,D,D,B,C,C,32.540683495247876,34.60709565248911
D,E,E,E,A,B,33.8837043720987,34.762615938641154
D,D,C,D,B,C,33.35835344049814,34.781836420835475
B,D,E,C,B,C,43.93092171380351,34.79333349316043
E,E,C,C,B,B,28.65872163594302,34.80752203152443
D,E,D,D,A,A,42.99838615948402,34.832734551408656
D,D,D,C,A,B,36.42305323592743,34.87454572471115
A,C,D,A,A,C,50.59206028292504,34.95415812964392
D,D,A,B,C,C,30.994594277632242,34.96637193719419
E,D,B,D,A,B,35.91732452548778,34.979698808864555
A,C,B,B,A,C,50.66502080935364,34.992958893573025
C,A,A,E,A,C,48.931801991488534,35.013188914760306
D,E,B,E,A,A,40.943713063268305,35.13028906703544
D,C,E,E,B,D,40.94436567299698,35.18120045496153
D,A,E,E,A,B,35.33943850063443,35.18414844495971
D,E,D,B,A,B,35.81738109152857,35.20880273490218
A,E,B,E,A,B,36.94007711687171,35.227201221123714
A,E,E,E,A,B,35.11912619936186,35.233601457542385
A,B,A,D,A,C,50.498460969716184,35.2349387517331
E,A,E,C,A,B,37.1995460093197,35.236501204550244
E,A,D,E,A,B,35.62366264181807,35.238837494459204
D,E,C,E,A,A,40.76215574718154,35.33791079182759
D,B,D,A,A,C,49.25375827735292,35.384137148755634
E,E,C,B,B,B,30.274796985288887,35.39792996389778
E,E,B,C,B,B,29.804164879788363,35.468423732440066
A,A,D,D,A,C,46.87849686590571,35.55036500022642
A,E,D,E,A,B,35.76365373036367,35.573144967763575
E,B,C,C,B,C,44.328172861408305,35.60920530719879
D,D,C,E,A,B,36.68352614347432,35.63085642673649
D,D,A,E,A,A,40.93282577392437,35.6609844668447
E,D,A,D,A,A,43.06915667800134,35.714909056125165
B,E,D,C,B,C,43.87199229907395,35.74197908382126
D,E,A,C,A,A,42.270424968827385,35.82515563838483
D,B,D,E,B,D,41.66816647610719,35.841152359777176
D,E,C,D,A,A,43.61222847722455,35.890063724908245
E,D,D,C,A,A,43.53157468453352,35.897146262405336
D,D,B,E,A,B,36.27043665669997,35.942284773429456
D,D,E,B,C,D,31.860576177306335,35.991719317232466
A,C,A,A,A,C,49.97307238744598,36.0349166282168
A,B,C,E,A,C,52.84709715417407,36.05680919634319
D,D,A,D,B,C,26.226450988853333,36.11474956708152
E,D,E,A,A,A,44.6470606260072,36.1213917817495
D,C,D,B,A,C,53.10984164603558,36.121931110486805
A,B,C,B,A,C,51.5621899298028,36.195333998593696
D,D,A,C,A,B,37.22620261177195,36.27727560135499
D,D,C,E,C,D,29.526661364874474,36.288332162371695
E,A,E,E,A,B,36.4593860344767,36.30692437165315
D,E,D,E,A,A,42.478300032302634,36.32041041559636
A,B,C,D,A,C,53.27906212588486,36.38773820942096
E,B,C,A,B,C,43.04192904179573,36.39157575988377
E,E,B,A,A,A,43.24572529380688,36.41789485323587
A,C,D,D,A,D,52.661191197370975,36.42404213634778
B,E,A,C,B,C,42.890623957517704,36.42594447069807
A,B,E,A,A,D,52.20929652450607,36.44381394520358
C,A,A,B,A,C,51.86910481355551,36.62160412415801
E,E,B,D,A,A,40.488436114580026,36.751301533518
E,A,E,D,A,B,36.181901345040316,36.76527061293033
D,D,C,A,C,D,31.229056917748196,36.90998813371438
D,D,A,C,C,D,31.19344575502451,36.92253470339429
A,B,E,A,A,C,51.508167639129475,36.9321359067313
D,C,C,E,A,C,54.83706147342084,36.9326878439168
A,A,C,E,A,C,47.8124756920547,36.95428857057497
C,D,E,E,B,C,41.476374480405156,36.98628829445189
A,A,B,E,A,D,48.340148408838964,37.07053636589871
D,E,A,E,A,A,41.889796547143554,37.10550638594451
D,E,C,A,A,A,43.2032115269216,37.206846624598754
D,E,A,D,A,A,44.738018124232056,37.30588259764034
D,D,D,E,A,A,42.33295628790614,37.314481226866384
D,D,A,E,B,C,24.481209089344294,37.317201703140654
E,D,D,E,A,B,37.54116844207868,37.344814472672994
D,D,D,B,C,D,34.6198796619377,37.36573524882016
D,D,C,C,A,B,38.2362293110212,37.3827630641705
E,B,B,A,B,C,45.546030698506115,37.44627181704686
A,A,D,E,A,C,47.80100481890064,37.460546452138914
D,E,D,D,A,B,38.5301108230027,37.50904897120598
D,D,C,C,C,C,38.30984244746383,37.51051222589047
D,D,A,B,C,D,33.6034900164606,37.54143122030638
D,E,B,D,A,A,45.232658742279455,37.606527820888495
D,C,B,C,A,C,54.941202945596125,37.87677476450236
C,D,C,E,A,C,54.78877461939589,37.89854743756771
B,A,A,A,A,C,51.789530337159995,37.94050431483903
A,B,D,E,A,C,53.27800790998822,38.019810635858256
A,D,E,E,B,D,33.396022834360046,38.0255015118151
C,E,E,E,A,C,52.331955801611564,38.04814610349801
D,D,A,A,B,C,27.35850945548591,38.08389248801815
D,C,A,B,A,C,53.82424863207241,38.13310370066477
D,E,A,A,A,A,44.91412238305078,38.19889889852978
D,E,D,C,A,B,39.93694941330448,38.225351207145984
D,D,D,A,B,D,26.612312839671755,38.253449172059874
D,C,D,E,A,C,54.51195508999462,38.25468497455083
A,A,D,B,A,C,48.02238388623362,38.32236032950604
E,D,B,A,A,B,39.4039616913033,38.32610230035741
E,D,A,B,A,B,38.982934209698534,38.39687701938416
C,A,E,A,A,C,51.60097629041585,38.48712100800225
C,A,E,D,A,C,53.72924369773937,38.50003605910533
D,D,D,E,A,B,38.401327053637004,38.528981970508845
A,A,E,B,A,C,50.28590468559622,38.54159184428161
D,D,C,E,B,C,34.22198845458965,38.58634777529347
D,E,C,E,A,B,39.472397874544484,38.61581459801912
E,E,C,D,A,A,46.513066723719504,38.72948039526664
E,D,A,B,A,A,46.136241009433185,38.73757783463736
A,D,B,E,A,C,49.958796547000595,38.74846649890878
C,D,E,E,B,D,44.04798360624042,38.78760638824295
D,D,E,E,A,B,37.95566982518393,38.90961899720701
C,D,C,D,A,C,56.75139207575641,38.93420261389329
D,C,D,C,A,C,56.66928246107211,38.998283133430064
E,E,C,C,A,A,44.104258655857876,39.02727276403923
E,E,E,E,A,A,47.3538478427206,39.05480603550385
C,E,E,D,A,C,54.57547159898013,39.17122100401131
D,E,C,C,A,B,41.23047861780479,39.33679539017798
A,B,C,A,A,C,55.55211479415796,39.35176769727873
D,D,E,A,A,B,38.43969925798966,39.43316733013357
D,D,A,E,A,B,38.46042589591628,39.4346754393216
D,B,D,C,A,C,56.48992770316739,39.47548526640976
A,A,E,B,A,D,51.0000920431429,39.51417257467255
E,D,C,A,A,B,40.692088039297644,39.5969810088625
A,A,C,E,A,D,50.76864144889434,39.633075698406586
D,D,B,A,B,C,35.643121710600305,39.64487742221791
E,D,D,C,A,B,41.66679223026758,39.64842145697985
D,E,A,C,A,B,40.82035097577907,39.64896239146381
D,C,E,A,A,D,55.63232933008271,39.66515800946153
D,B,E,E,A,C,54.61634129098759,39.68931476969654
C,A,E,E,A,C,54.464885604316315,39.75501674301192
C,E,E,C,A,C,56.03117435201727,39.79010934933261
E,E,D,D,A,A,48.03189065474524,39.79472880492864
A,A,D,E,A,D,50.42159733411623,39.80136585400553
E,E,A,E,A,B,40.09483707205084,39.85199372942927
D,A,C,E,A,C,50.8510585431795,39.869962221614
A,A,B,D,A,C,50.48929933140373,39.882345425181896
D,E,B,E,A,B,41.61950311631314,39.98092855726207
E,E,A,D,A,A,47.27502010262088,40.04252676221401
A,C,E,D,A,C,56.049497628642186,40.06303833324513
C,D,A,D,A,C,56.18861020394058,40.06418187070364
B,D,E,E,B,C,45.93217492859785,40.0748094413956
D,E,A,A,A,B,40.00293203451755,40.09562824415824
E,E,E,D,A,B,41.01804156050814,40.17294092167361
A,A,A,E,A,C,49.290618183850505,40.28365579547559
C,D,A,B,A,C,56.83038924340585,40.30230193322556
D,C,B,A,A,C,57.09329061268898,40.30713861809073
D,C,D,D,A,C,57.733136923010406,40.33409667112996
C,D,D,D,A,C,57.80769132362609,40.34296410221145
D,E,E,B,A,B,41.79787895937516,40.37113938241631
C,E,B,E,A,C,55.76382394060066,40.43438903725925
E,E,E,A,A,B,40.76498581490741,40.455412537425865
D,C,A,E,A,C,55.06903290073202,40.47932918686743
C,E,C,B,A,C,56.49760841915904,40.4875254458074
E,D,C,E,A,B,42.09893290469915,40.516694923217166
D,D,E,C,A,B,41.76398089759053,40.52293019805006
E,C,B,C,A,C,57.13166909217703,40.550704414339016
C,D,C,A,A,C,56.98451184531732,40.55771105894911
E,E,A,C,A,A,47.43352272067594,40.58869894516519
E,E,E,C,A,B,42.4839350673555,40.63273734169889
E,E,C,A,A,A,47.37608050340258,40.70590412997253
D,B,E,E,A,D,57.535145133708866,40.71768326906782
C,E,C,E,A,C,56.07128475760084,40.735105703160826
E,D,C,C,A,B,42.36651549459133,40.74224154387079
A,D,C,E,A,C,51.73057582203156,40.78377074207428
E,D,C,B,A,B,43.46567363950979,40.824114731808265
C,D,C,E,A,D,58.085878823838584,40.8409612447098
D,C,D,E,A,D,57.868904872727036,40.89730919523278
E,E,C,C,A,B,43.8843605108457,40.9172915999907
D,D,E,C,C,C,38.84553473505384,40.91968995856955
D,E,A,E,A,B,40.29444783575998,40.93291120619568
E,D,A,C,A,B,42.188629108879326,40.9748590561581
B,E,E,A,A,C,55.831594963771046,40.98283980571889
D,E,C,A,A,B,42.045462822373025,41.03532208019016
B,D,C,D,A,C,57.706687398670525,41.063426482501285
D,D,C,E,B,D,35.7758148640944,41.14822835980224
D,A,E,B,A,C,53.63917726288982,41.204204730339264
B,A,E,A,A,C,54.529556730722625,41.2385454422994
A,E,E,D,A,C,49.270104899207304,41.26274939387249
C,E,E,A,A,C,55.1223398305368,41.32538561682253
C,A,E,E,A,D,55.90737300790443,41.36046804084672
A,C,E,E,A,C,56.63587385663748,41.37624957506504
D,C,C,A,A,C,58.148742722810056,41.4247493210561
E,D,E,E,A,B,41.16203615953523,41.45690141558447
C,E,B,D,A,C,56.44137729516827,41.50935826834344
D,A,C,B,A,C,52.299469636122176,41.584060232928834
E,E,D,D,A,B,43.502571196605686,41.64385579258639
D,E,B,D,A,B,43.6462143903339,41.69578247707226
D,D,C,C,B,C,42.886256491537885,41.75287862656619
B,A,E,D,A,C,56.80096532415357,41.76638650476884
B,D,C,A,A,C,57.50124079689586,41.8022784068832
A,A,C,D,A,C,53.3546958428674,41.808707889136016
A,D,B,D,A,C,53.229112371789945,41.918043645818685
D,A,B,E,A,D,52.949305897134174,41.922866540460056
C,D,A,E,A,C,56.94800961928968,41.93808464996764
E,D,E,A,A,B,41.376870303033876,41.96978823637891
D,B,A,E,A,C,56.15456781493376,41.97959451521961
A,A,A,B,A,C,51.50086342890692,42.039444075327296
E,D,E,D,A,B,41.918467455000325,42.07185302575781
E,E,D,B,A,B,45.09950750693394,42.12267579428172
E,B,B,C,A,C,58.10683764006243,42.12419737858667
D,D,A,B,B,D,38.56006812523168,42.14342115146123
D,C,A,A,A,C,57.23208315811575,42.18613326713536
C,D,A,A,A,C,57.25582184158875,42.186943960423726
A,D,E,E,A,C,52.12411838869896,42.206027612827725
A,A,D,A,A,C,52.12317084935485,42.30789051105155
C,E,C,D,A,C,58.83916002159916,42.365399846124056
E,E,A,D,A,B,43.30229527289709,42.39289230440031
E,E,D,A,A,B,43.39143926876574,42.399028140971566
E,D,E,C,A,B,43.61114288582931,42.46874138943834
E,E,E,E,A,B,43.12885165425451,42.54942016078728
C,D,D,A,A,C,57.74371673271783,42.59120593449274
C,E,D,E,A,C,57.27447769821339,42.69426232613544
D,A,C,E,A,D,53.68364885921081,42.703978498964375
C,D,E,A,A,C,58.38444155635779,42.72376300298161
E,E,B,D,A,B,44.28358831336372,42.75002619971354
C,E,E,B,A,C,59.74215242987873,42.7513655691366
C,E,C,C,A,C,59.02123817057021,42.871009932167375
E,C,C,C,A,C,59.10656063381352,42.89872185931151
A,E,E,C,A,C,53.085632330511736,42.93469622012132
D,C,A,E,A,D,58.76318117441746,43.02079577436115
E,C,B,A,A,C,58.71453664006525,43.15254220649062
A,D,D,E,A,C,53.24264147601088,43.15340510407716
E,B,E,C,A,D,58.42781501129814,43.16520848246707
E,E,B,C,A,B,46.999650120077504,43.19885689607145
E,E,C,B,A,B,45.8671774972202,43.22154021650756
E,E,C,D,A,B,45.82189641346355,43.32278198629788
C,D,A,D,A,D,59.8691164216815,43.33121731939603
E,E,D,C,A,B,45.756327948582225,43.34858737219741
C,E,A,B,A,C,58.98515637586701,43.35019141006136
B,A,E,C,A,C,58.99882980731013,43.48872978716152
D,C,E,E,A,C,59.993357022560616,43.51567073418517
E,A,A,E,A,C,50.71934430459944,43.54487106624335
A,D,C,E,A,D,54.786471659582666,43.57874691909312
D,A,B,C,A,C,54.62191985021434,43.60549404043488
A,D,E,B,A,C,56.01661613215589,43.6355342425232
D,C,B,A,A,D,60.74140479165031,43.67575368913794
E,E,B,E,A,B,45.38292843610268,43.72365028119897
C,E,A,E,A,C,56.26670375801528,43.72688647805708
E,C,D,A,A,C,58.27373005977095,43.74510024994363
D,A,D,C,A,C,55.80067757192718,43.835346442954375
A,A,D,D,A,D,54.97250939347986,43.86132374708195
D,C,D,D,A,D,61.80724845827323,43.90613936027681
C,E,A,D,A,C,58.1973496066353,43.92970037890556
E,E,B,A,A,B,46.06049434086974,43.96797367647635
D,B,A,A,A,C,58.42475904001806,44.00848949397981
B,E,B,E,A,C,59.98957941545497,44.022030099851214
E,E,C,E,A,B,46.07129377892463,44.05376126036087
C,D,D,E,A,D,61.16371866741327,44.15774490537087
B,D,D,C,A,C,62.23479576356315,44.206437148629725
E,C,D,D,A,C,59.876006475822,44.29330493113754
D,B,E,A,A,D,59.827261539802954,44.29435124417955
E,C,C,A,A,C,59.5068489273279,44.300485343168624
D,B,C,D,A,C,62.36009685529595,44.30074490747746
D,B,D,E,A,C,59.30920226822552,44.32340092797314
C,E,A,C,A,C,59.38799235786961,44.32946012376904
E,A,B,B,A,C,55.583120037326545,44.340354665885805
A,D,A,D,A,C,54.05524741971195,44.3574696341465
C,E,D,D,A,C,59.94074662818254,44.46737927648876
D,D,C,D,B,D,40.81851864823072,44.53393655550522
A,D,C,C,A,C,56.452308510174575,44.54719309998764
D,A,C,C,A,C,56.515410862935354,44.55281750323339
E,E,A,C,A,B,46.44840814751264,44.56388973462821
E,E,C,A,A,B,46.44062075493278,44.57308759093345
D,A,D,A,A,C,53.992998479799496,44.60775454258922
E,C,A,C,A,C,59.39829606340343,44.636136150378526
A,D,E,E,A,D,55.022044991136035,44.66929836242809
C,E,D,C,A,C,61.30901848625441,44.750449485361145
C,E,C,A,A,C,59.37000166117308,44.7818262762702
C,D,A,E,A,D,60.01346870117853,44.7888724250946
B,E,B,C,A,C,60.42060312306405,44.88073470914596
E,C,C,D,A,C,61.241580043083744,44.90766363010198
A,D,D,B,A,C,55.817381874180164,45.00827895787378
C,D,D,A,A,D,61.19934865550745,45.08698664967506
D,D,E,C,B,C,43.87839917082149,45.301645259563365
D,A,B,A,A,C,54.99476715441803,45.3021944218537
A,D,A,B,A,C,55.20060281216123,45.30694553198244
D,C,E,D,A,C,63.395845167924115,45.33133224953557
D,C,A,A,A,D,60.76870145359613,45.358971271707816
E,C,A,D,A,C,59.918739870947746,45.37905897851882
A,A,E,D,A,C,55.96389278612555,45.453884622015934
E,D,A,E,A,B,44.56537144264735,45.4675666139575
C,E,D,A,A,C,59.90121980651609,45.5374808857335
D,A,C,D,A,C,57.0698656839879,45.62290810157256
A,D,D,C,A,C,57.07815508415287,45.62309553608525
A,E,C,B,A,C,55.78377246669723,45.6523573408069
E,B,E,A,A,C,59.75812254603535,45.65875602733779
A,D,D,E,A,D,55.97314855107647,45.673522521925776
A,D,A,C,A,C,56.20397163585254,45.83794893602373
D,A,C,A,A,C,56.0956572255747,45.840483836537736
A,A,C,A,A,D,55.866045233831535,45.90240637731061
D,A,B,B,A,C,57.79471442775235,45.9136264681993
A,E,E,C,A,D,55.77510656090584,45.9239637895795
E,C,E,E,A,D,59.5280210971562,45.93204254105108
E,C,E,A,A,C,59.42706737278436,45.98929912902384
A,E,D,D,A,C,53.416405124489415,46.01288633597987
C,E,A,A,A,C,59.850058959031564,46.07183650560121
E,C,A,A,A,C,59.661178607316074,46.08941699607354
B,D,A,C,A,C,62.62572789074513,46.100603011261
A,E,A,D,A,C,52.236768889529365,46.11231840114021
D,A,A,B,A,C,56.63815171605183,46.11466857911519
A,D,B,A,A,C,56.685516131202895,46.1474023459813
D,A,E,E,A,C,55.358986203357304,46.51179298241839
E,C,B,A,A,D,62.1159391938195,46.52245415704301
B,E,E,C,A,C,62.06501052516724,46.58426314291624
D,D,B,E,A,C,56.21298267191443,46.61716600232146
E,D,E,A,A,C,44.85532474534397,46.6361785478674
A,D,C,A,A,C,57.7162004423532,46.71568842407278
A,D,A,E,A,D,55.5894139575645,46.73182784828536
E,C,D,A,A,D,61.29034380425927,46.74194449926102
A,D,E,B,A,D,59.403121611377344,46.770273588001984
A,E,C,C,A,C,57.77041726083244,46.78128320483654
E,E,D,E,A,B,46.971569071130574,46.78167306398159
A,D,D,D,A,D,57.32338578653976,46.79587418710905
E,A,C,C,A,C,57.781505353260364,46.81181322190013
A,E,E,B,A,C,57.64585035519599,46.832449664747536
E,D,A,C,A,C,45.07577509870334,46.85651988716195
E,A,B,D,A,C,55.790141687917796,46.86500558606627
A,E,D,B,A,C,56.44516745233068,46.968203756039735
A,D,A,D,A,D,57.07108305240588,46.99379955192504
B,E,C,A,A,C,61.50178939665647,47.00308312154383
A,E,C,D,A,C,56.64433268435218,47.01769935716725
E,A,D,C,A,C,56.78463752766969,47.03445550787664
A,A,E,E,A,D,56.8216229360903,47.04741431895593
D,A,D,C,A,D,59.16250310364527,47.09269317791682
A,D,C,D,A,D,59.22625179067831,47.09613100400678
D,D,E,B,A,C,56.60570320116076,47.14205686476426
E,C,E,C,A,C,63.80191282364221,47.23218939322644
C,E,A,E,A,D,60.10866816374552,47.321139200116455
E,C,C,A,A,D,62.86201030835267,47.41511631540569
D,A,D,A,A,D,57.0712901303399,47.4318142184281
E,C,D,D,A,D,63.3118341993092,47.49423647689298
A,E,A,B,A,C,55.64102661158671,47.53049035090897
E,A,B,A,A,C,55.567363274417666,47.5388764126926
D,D,C,E,A,C,57.27331680569287,47.56918708312868
D,A,A,D,A,C,57.255752815491846,47.64293438789637
D,A,C,C,A,D,60.04103519219823,47.77620111379801
A,D,C,C,A,D,60.142296396099574,47.78635018775114
E,D,D,C,A,C,47.9167928670221,47.81421373259324
E,B,C,D,A,C,65.23270972565746,47.86251079873464
D,C,E,E,A,D,63.81810884338871,47.90475535017333
D,A,E,E,A,D,58.4423732309455,47.97336333357558
A,D,E,A,A,C,56.35433545602886,48.01618911700853
A,E,A,C,A,C,56.74400628923751,48.11973879843416
E,A,C,A,A,C,56.68547848053324,48.20769475882457
A,E,D,C,A,C,57.94716157932309,48.21189162564495
E,A,C,D,A,C,57.93287946370664,48.21200383565105
A,A,E,D,A,D,58.61710324385328,48.24045233027765
E,B,E,A,A,D,62.31098796377858,48.24201697107934
D,A,B,D,A,D,59.522881794410374,48.25839556190618
A,A,E,C,A,C,60.683655094597746,48.32560707084424
D,D,E,C,B,D,46.52051526116425,48.358367745425824
B,E,C,E,A,C,63.7311423052319,48.41121063260161
E,B,A,D,A,C,62.71224889703594,48.43827691083271
D,A,B,A,A,D,58.54945144779156,48.4534230512722
B,E,D,A,A,C,63.03746823218575,48.47629922603064
E,C,A,D,A,D,63.023048064375494,48.55746473137725
D,D,D,D,A,C,57.36337069034298,48.57231453153271
D,A,E,D,A,C,59.13744037505908,48.75592186154525
D,A,A,B,A,D,59.84336970801071,48.78059894148336
E,C,E,D,A,C,64.54389257594113,48.87197240496169
D,A,C,A,A,D,59.16650033867035,48.87288825248756
B,E,D,D,A,C,63.71650250914551,48.89241191343421
A,D,A,C,A,D,58.934861491572924,48.91345803081203
A,D,D,C,A,D,60.432770531644806,48.95622542651844
E,C,A,A,A,D,62.79613436358514,49.01643278173875
E,A,A,D,A,C,55.40689655175584,49.07769050572684
A,D,B,A,A,D,60.028955635013524,49.29962750055748
E,C,E,A,A,D,62.490443123278794,49.32919927919662
A,E,A,A,A,C,54.339339783908514,49.40893298365251
B,E,A,A,A,C,62.79669912206043,49.473510860825705
A,D,E,C,A,C,61.82495677583912,49.8584865470856
A,D,C,A,A,D,61.09074559078523,49.87058764118643
E,A,D,C,A,D,59.97538515102056,49.87840843477356
A,E,C,A,A,C,58.681730444775575,49.8816134375496
E,A,B,D,A,D,58.51879760970784,49.91147933160569
E,B,C,A,A,C,65.80007869172924,49.91833144294102
A,E,E,B,A,D,60.53775286675434,49.919362050220485
B,E,A,C,A,C,65.90331655040112,49.951548569050885
E,A,C,C,A,D,60.84241499156292,49.96202020564432
E,A,A,C,A,C,58.57775212490761,49.97468935631999
A,E,D,B,A,D,59.19414840620041,50.01420277577854
A,D,D,A,A,D,60.31437204432329,50.02463741203382
E,B,B,A,A,C,66.49748017101194,50.05393496765243
D,D,B,E,A,D,59.82758784470296,50.06416103098172
B,E,A,B,A,C,66.53083857457747,50.1186198548193
D,D,D,E,A,C,56.7304646347458,50.12997995802776
E,D,C,A,A,D,49.17720839652487,50.32487454605945
D,E,A,C,A,D,49.07704533428953,50.34563534904012
E,A,B,A,A,D,57.998328701907326,50.37859262077446
A,E,A,B,A,D,58.113520616054906,50.38097066591078
B,E,C,A,A,D,65.34327689495078,50.40140877291749
D,A,A,D,A,D,60.30601989308979,50.4604786090279
E,A,E,D,A,C,58.33095264880385,50.525192851356806
A,D,E,A,A,D,59.111122627670596,50.57116695556832
E,B,D,A,A,C,64.52858761992664,50.63331398369796
B,E,A,D,A,C,64.58092191005979,50.63541726120747
A,E,C,B,A,D,60.3807123457566,50.68471071025545
D,D,B,D,A,C,61.304098811927396,50.78234032965817
D,E,C,A,A,D,49.903036055203366,50.898664837203846
E,A,C,A,A,D,59.31858353474277,50.96432403067734
E,A,B,B,A,D,61.77029442549388,51.06091209624329
D,D,A,E,A,C,56.80306120581876,51.10214147115102
E,D,B,D,A,C,59.33728331720812,51.17331731059461
A,E,D,C,A,D,60.81186155507469,51.219420644863625
E,A,E,C,A,C,62.07292341956312,51.227505299470415
E,A,C,D,A,D,60.8248133506209,51.23179585119465
D,A,E,D,A,D,62.394647527023274,51.59245748096331
B,E,D,A,A,D,66.73686248531223,51.80705874767902
B,E,A,E,A,C,66.02857999160695,51.88690057873551
D,D,B,A,A,C,60.99423463366117,51.90809357101416
E,C,E,D,A,D,68.28145823047896,52.434769743022365
D,D,D,C,A,C,63.5030990872056,52.450892607537774
D,D,D,A,A,C,60.0053424535349,52.504431262883216
D,D,D,E,A,D,58.52614574584244,52.61175900071108
B,E,A,A,A,D,65.94967067521088,52.670875736309405
E,A,A,C,A,D,61.77704015234087,52.76310788776907
B,D,A,E,A,D,67.96310384878544,52.898731079443856
D,D,A,C,A,C,62.50555982644441,52.99556263144892
E,A,E,D,A,D,60.41265257806985,53.132761516207935
D,D,C,B,A,D,64.34133879278252,53.539326856511686
D,D,A,E,A,D,58.8819373423516,53.82792630378664
E,A,E,B,A,C,62.843172473693514,53.85248787740257
E,A,E,C,A,D,65.3724623606991,54.581856441925225
D,D,E,A,A,C,61.00697307595963,54.6239651678207
E,E,C,C,A,C,65.33245235656835,54.66350313351237
D,D,E,E,A,C,62.00781931170427,54.82064195451327
D,E,B,B,A,C,65.83621068730152,54.87055146510195
D,D,A,B,A,D,63.40564686576581,55.05747293244787
D,D,D,A,A,D,62.280955360352976,55.56759002352409
D,D,D,D,A,D,62.5397402675737,55.83156869982382
D,E,A,B,A,C,64.71601214964886,56.15620099936286
D,D,E,C,A,C,69.64665529190027,57.01746090451198
D,D,E,A,A,D,62.70393439654343,57.36031013891999
D,D,E,E,A,D,64.30777958631136,57.67260454165184
D,D,B,D,A,D,69.6288402980672,60.00387252571157
D,D,E,C,A,D,73.46328714011311,61.00809699425228
E,E,B,C,A,D,74.70606965331795,62.39648708198323
